Query,Result Number,Title,Link,Snippet
long term incentive plan,8,Long-term incentive plan,https://en.wikipedia.org/wiki/Long-term_incentive_plan,A long-term incentive plan or LTIP is a type of executive compensation that typically comes in the form of performance shares or matching shares of the company.
long term incentive plan,9,A guide to long-term incentive plans (LTIPs),https://www.oysterhr.com/library/long-term-incentive-plan,"Jan 29, 2025 — A long-term incentive plan (LTIP or LTI) is a compensation program that provides employees with rewards beyond their base salary."
equity compensation,1,"Equity Compensation: Definition, How It Works, Types of Equity","https://www.investopedia.com/terms/e/equity-compensation.asp#:~:text=What%20Is%20Equity%20Compensation%3F,firm%20for%20a%20company's%20employees.",N/A
equity compensation,2,"Equity Compensation: Pros & Cons, Types and How it Works",https://www.globalshares.com/insights/what-is-equity-compensation/,"Oct 3, 2023 — Equity compensation, or stock-based compensation, is a type of non-cash pay that a company offers to employees to partake in ownership of ..."
equity compensation,3,What Is Equity Compensation & How Does It Work?,https://www.paychex.com/articles/human-resources/what-is-equity-compensation,"Oct 25, 2023 — With an equity compensation plan, employees may be offered shares outright or offered the opportunity to purchase shares at a discounted rate ..."
equity compensation,4,Equity Compensation: A Guide for Employees & Founders,https://carta.com/learn/equity/compensation/,"Mar 12, 2024 — Equity compensation is a non-cash part of overall compensation and benefits, offering employees and other service providers an ownership stake ..."
equity compensation,5,How to Maximize Equity Compensation,https://www.plancorp.com/equity-compensation,"Equity compensation encompasses a range of programs, including stock options, restricted stock units, and employee stock purchase plans."
equity compensation,6,Equity Compensation: A Guide for Founders and Employees,https://www.harnesswealth.com/articles/the-alphabet-soup-of-equity-compensation/,"Apr 2, 2024 — Equity compensation is paid out to employees in various forms, such as stock options, restricted stock units (RSUs), or shares through an ..."
equity compensation,7,Equity Compensation for Employees,https://www.morganstanley.com/atwork/employees/equity-compensation,Understand your equity compensation and make the most of your workplace benefits. We can help you navigate every step of the way. Learn more now.
equity compensation,8,Should You Offer Equity as Compensation?,https://www.business.com/articles/equity-as-compensation/,"Feb 14, 2025 — Equity compensation is a noncash form of compensation through which employees receive a partial stake in the company that employs them in ..."
equity compensation,9,What is Equity Compensation? (With Types and Benefits),https://ca.indeed.com/career-advice/pay-salary/what-is-equity-compensation,6 days ago — Equity compensation is a way of paying employees by offering them equity in a company instead of a salary.
stock plan administration,1,"Stock plan administration: Scope, methods, pros and cons","https://www.globalshares.com/insights/equity-plan-administration/#:~:text=Stock%20plan%20administration%2C%20commonly%20known,from%20internal%20and%20external%20parties.",N/A
stock plan administration,2,Stock Plan Administration | Equity Management Services,https://www.fidelityworkplace.com/s/stockplanservices,"We offer customized approaches to equity administration, allowing you to create a solution that aligns with your goals and objectives."
stock plan administration,3,Stock Plan Administration,https://www.naspp.com/resources/topics/stock-plan-administration,"Overview of Stock Plan Administration. Once a stock plan is designed and implemented, focus turns to the ongoing administration of the plan."
stock plan administration,4,Equity Plan Administration Best Practices: A Complete Guide,https://www.qapita.com/us/blog/equity-plan-administration-complete-guide,"Apr 30, 2024 — The key responsibilities of an equity plan administrator include designing and establishing equity plans, granting and managing equity awards, ..."
stock plan administration,5,Equity Administration for Public Companies,https://www.morganstanley.com/atwork/equity-administration-public-companies,"Learn how Morgan Stanley at Work helps public companies manage equity plans with confidence. Manage your equity plan in one place, in real time."
stock plan administration,6,Stock & Option Solutions: Expert Stock Plan Administration,https://sos-team.com/,"Our expert stock plan administration staffing solutions are flexible, allowing you to adjust your workforce according to your needs."
stock plan administration,7,Stock Plan Services | Charles Schwab,https://workplacefinancialservices.schwab.com/stock-plans,"Stock Plan Services makes plan administration easy by combining powerful technology, education for your employees, and support from real humans."
stock plan administration,8,Five improvements you'll notice when you outsource your ...,https://www.computershare.com/us/equity-advisory-insights/improvements-when-you-outsource-stock-plan-administration,"Outsourcing your stock plan administration saves you time, mitigates risk, and frees up your valuable in-house human resources to focus on your ultimate goal of ..."
stock plan administration,9,Stock Plan Administrator: What Is It? and How to Become ...,https://www.ziprecruiter.com/career/Stock-Plan-Administrator/What-Is-How-to-Become,"As a stock plan administrator, your main job duties are to research and write reports about the appropriate ways to compensate employees with stock options."
stock plan administration software,1,Stock Plan Administration Software [+Free eBook],https://www.globalshares.com/insights/stock-plan-administration-software/,Stock plan administration software simplifies the administration of equity awards and employee share plans in a company. Read more.
stock plan administration software,2,10 Best Equity Management Software for Startups in 2024,https://www.cakeequity.com/guides/best-equity-management-software,Top equity management software in 2023 · Carta · LTSE Equity · Pulley · Shareworks · Orchestra · SeedLegals · Capdesk · Vestd.
stock plan administration software,3,OptionTrax By Empower | The Most Flexible Stock Plan Platform,https://www.optiontrax.com/,Fully-featured equity management tools and services from Empower that meet the needs of all your stakeholders and help you to get back to business.
stock plan administration software,4,Certent Equity Management | Equity Administration Software,https://insightsoftware.com/certent/equity-management-software/,"Certent EM makes equity management a breeze with a flexible & intuitive interface. Oversee stock plans, compliance reports, & more in a single platform."
stock plan administration software,5,The Best Equity Management Software,https://blog.compintelligence.com/the-best-equity-management-software,"Nov 21, 2023 — Equity management software (often called a Stock Plan System) is a specialized tool that companies will adopt as they scale and need help to ..."
stock plan administration software,6,Equity Management Software,https://www.globalshares.com/equity-management-software/,"Our automated equity management software helps you save time and money, cut back on administration and get your employees engaged with their equity awards."
stock plan administration software,7,Stock Plan Administration | Equity Management Services,https://www.fidelityworkplace.com/s/stockplanservices,Explore Fidelity's comprehensive stock plan administration and equity management solutions complete with the tools and support needed to manage your account ...
stock plan administration software,8,Equity Management Software - Choose Ledgy,https://ledgy.com/,"The equity management software platform that streamlines planning, automates financial reporting & cap table management with global compliance."
stock plan administration software,9,Carta | The End-to-End Suite Connecting Private Capital,https://carta.com/,"Carta's platform of software and services helps people manage equity, build businesses, and invest in the companies of tomorrow. Learn more."
stock plan administration software,10,Best Equity Management Software 2025,https://www.capterra.com/equity-management-software/,"Equity management solution that helps businesses run deal scenarios, calculate dilution impact, monitor stock awards and more."
equity management software,1,Equity Management Software - Choose Ledgy,https://ledgy.com/,"The equity management software platform that streamlines planning, automates financial reporting & cap table management with global compliance."
equity management software,2,10 Best Equity Management Software for Startups in 2024,https://www.cakeequity.com/guides/best-equity-management-software,Top equity management software in 2023 · Carta · LTSE Equity · Pulley · Shareworks · Orchestra · SeedLegals · Capdesk · Vestd. Ease of use: Requires talking to ...
equity management software,3,Carta | The End-to-End Suite Connecting Private Capital,https://carta.com/,"Carta's platform of software and services helps people manage equity, build businesses, and invest in the companies of tomorrow. Learn more."
equity management software,4,Equity Management Software,https://www.globalshares.com/equity-management-software/,"Our automated equity management software helps you save time and money, cut back on administration and get your employees engaged with their equity awards."
equity management software,5,Best Equity Management Software: User Reviews from ... - G2,https://www.g2.com/categories/equity-management,"Equity management software facilitates the administration of a company's equity, or its assets minus its liabilities. Businesses use equity management ..."
equity management software,6,Cake Equity | Cap Table and Equity Management Software for ...,https://www.cakeequity.com/,"All-in-one system that lets you offer equity, simulate raises, and manage shareholders anywhere in the world. Fast track your growth with Cake's cap table, ..."
equity management software,7,Best Equity Management Software 2025,https://www.capterra.com/equity-management-software/,"Equity management solution that helps businesses run deal scenarios, calculate dilution impact, monitor stock awards and more."
equity management software,8,Certent Equity Management | Equity Administration Software,https://insightsoftware.com/certent/equity-management-software/,"Certent EM makes equity management a breeze with a flexible & intuitive interface. Oversee stock plans, compliance reports, & more in a single platform."
equity management software,9,EquityList: Equity management software for global businesses,https://www.equitylist.co/,"EquityList is an equity and shareholder management software for India, Singapore, US, MENA, and other regions. Manage cap table, stock options, data rooms, ..."
equity management software,10,Qapita: #1 Rated Equity Management Software | CapTable ...,https://www.qapita.com/us,Qapita Platform helps companies digitally manage CapTables and ESOP programs. Qapita Marketplace provides solutions for Shareholder and Employee liquidity.
equity management platform,1,Equity Management Software - Choose Ledgy,https://ledgy.com/,"The equity management software platform that streamlines planning, automates financial reporting & cap table management with global compliance."
equity management platform,2,10 Best Equity Management Software for Startups in 2024,https://www.cakeequity.com/guides/best-equity-management-software,Top equity management software in 2023 · Carta · LTSE Equity · Pulley · Shareworks · Orchestra · SeedLegals · Capdesk · Vestd.
equity management platform,3,Carta | The End-to-End Suite Connecting Private Capital,https://carta.com/,"Carta's platform of software and services helps people manage equity, build businesses, and invest in the companies of tomorrow. Learn more."
equity management platform,4,Equity Management Software,https://www.globalshares.com/equity-management-software/,"Our automated equity management software helps you save time and money, cut back on administration and get your employees engaged with their equity awards."
equity management platform,5,Cake Equity | Cap Table and Equity Management Software for ...,https://www.cakeequity.com/,"The intuitive equity platform for fast-growing startups. All-in-one system that lets you offer equity, simulate raises, and manage shareholders anywhere in the ..."
equity management platform,6,Best Equity Management Software 2025,https://www.capterra.com/equity-management-software/,"Equity management solution that helps businesses run deal scenarios, calculate dilution impact, monitor stock awards and more."
equity management platform,7,Best Equity Management Software: User Reviews from ... - G2,https://www.g2.com/categories/equity-management,"Equity management software helps in managing ownership of the company in relation to stakeholders of a company. It helps in tracking shares, communicating with ..."
equity management platform,8,Pulley | The top-rated cap table solution,https://pulley.com/,"Pulley helps thousands of companies issue and track their equity. Get 409A valuations, cap table management, and equity advice all in one system."
equity management platform,9,Equity Management: Managing Company Ownership & ...,https://carta.com/learn/startups/equity-management/,"May 31, 2023 — Equity management is the process of creating and managing owners in your company. Learn more about what it involves and how Carta can help."
equity management platform,10,Certent Equity Management | Equity Administration Software,https://insightsoftware.com/certent/equity-management-software/,"Certent EM makes equity management a breeze with a flexible & intuitive interface. Oversee stock plans, compliance reports, & more in a single platform."
employee stock options,1,Employee stock options: Pros & cons and how they work,"https://www.globalshares.com/insights/share-options-will-help-your-business-thrive/#:~:text=Employee%20stock%20options%20are%20an,exercise%20price%20or%20strike%20price.",N/A
employee stock options,2,Employee Stock Options (ESOs): A Complete Guide,https://www.investopedia.com/terms/e/eso.asp,Employee stock options (ESOs) are a grant awarded to an employee giving them the right to buy a certain number of shares of the company's stock for a set ...
employee stock options,3,Stock Options Explained: Types of Options & How They Work,https://carta.com/learn/equity/stock-options/,"Apr 4, 2024 — Stock options are a form of equity compensation that allows an employee to buy a specific number of shares at a pre-set price."
employee stock options,4,"Topic no. 427, Stock options",https://www.irs.gov/taxtopics/tc427,"Nov 15, 2024 — Options granted under an employee stock purchase plan or an incentive stock option (ISO) plan are statutory stock options. Stock options ..."
employee stock options,5,How Do Employee Stock Options Work? (Types of ...,https://www.bamboohr.com/blog/employee-stock-options,"Mar 17, 2023 — A stock option is one of the most common types of employee equity compensation. It is a contract that enables an employee to purchase a given ..."
employee stock options,6,What are stock options & how do they work?,https://www.empower.com/the-currency/money/how-stock-options-work,A stock option is the right to buy a specific number of shares at a pre-set price. Learn more about your employer stock options.
employee stock options,7,Employee Stock Options (ESOs),https://www.esopassociation.org/articles/employee-stock-options,Employee stock options (ESOs) offer employees the chance to purchase company stock at a potentially reduced price—which can result in a tremendous windfall.
